pitcher,game_year,BFs,age
ae4c097ec1b82467f39a289508fa1e2182a46e70,2022,797,27
ae7ae92b1e300a8242e8508a3ea5a8f7d662d666,2022,27,25
aead3aff7037961e6558847652bbc1591f64110f,2022,45,24
af44763fd7860785b03e049888412924280e99b0,2022,48,24
af71d0ef845861911970f03ac41d8474a110e1c6,2022,72,26
afdfadd420af8a174c67f227ae492ca37bc28c5d,2022,14,27
affcfa63309486ddfeb6dbddb82201f7acad2ed3,2022,791,26
b099122a37ad0cc5014ba15f19cb80a1f75df39b,2022,61,29
b15267169aa4619e07c581cc461c727318e8a37e,2022,372,24
b16b823740b268b9519845df5a6cababf87b91d2,2022,233,26
b20cc6ddb8b8fda7705096a0957bf29d7385f95a,2022,24,27
b236d0b1a773f693cafff9d629b8c7bf426ef094,2022,243,31
b3639a58be5e5ba74f462b1ddb80efc8e7a70400,2022,290,27
b44b24f15557ba72ed6c35df9e14f6b79a63f12b,2022,116,28
b49c738a07341fb073afea180a7b892abf6e232e,2022,256,36
b505fcd3d7225538a30ecb5c4edab3e4b4b2c6bd,2022,120,36
b5ed9d3854296cf9fc30c5751db3581e6f44df1b,2022,270,26
b5f2346c7c507eb71507e93b9202b6c332a72386,2022,616,29
b691b63a83b26d433377239caa3910c6f67c1a8e,2022,126,27
b6a6528f08a0e1f3667715817bd1b31609da0e6d,2022,671,27
b79fda68e6cf4543206fe62ccec8fa72de488635,2022,584,26
b888c9a9aad0c9f4ad336b587cc9dbe84f0f8da6,2022,16,NA
b8cf7ba222a75f7d007d24c912715bc13e06a06e,2022,219,34
b9123fd6020d7ce08c9c11fe2fd0750901310635,2022,39,29
b9843d5c6251d04a1043e870a6475bada72b9da9,2022,24,40
b9b6310bc17b1107269935131bd8948424456a74,2022,648,24
bacc3c84803b819304c57688dfb61c94cce8ceb7,2022,59,24
bb2a17fbac021ed509b946b71f955f48e974434f,2022,268,31
bb35e1261b014ae28854bee33749be3014abd759,2022,770,27
bc301574248628ab3342c10680311800d075b607,2022,86,31
bcfd4fde54fafaee3f528e136b8e0c506b8f805d,2022,198,32
bcfe3b7e6b498b243aa5c5ddcb81d57e0176d976,2022,329,27
bd92860ce8fe7bb4ef198793f18a88a2e40b0054,2022,95,24
be27b2f01fac259645482c73aa2cdedaf8a5e490,2022,145,32
be7f0ff8013f5b20f0a0506744e7111efe58dfff,2022,160,34
bef358a6e321b663a57d68088262dbcb52375fef,2022,244,35
befea4c140f097ea4ca1952db4949a66119ba917,2022,219,33
bf2a844e439cc500f36068c3de810756612bbfcf,2022,5,27
bf5e9bb1e0b316040feec5de1382294d11de991c,2022,585,38
bf9d8e5bb95edd83b3afe849a93622a7de57492a,2022,310,30
bff2a57b9d1c56969f2f6fe7df797ed524158575,2022,54,26
bfffb70b83aa305ea467a536c0938798b1bfc298,2022,646,28
c00e08f69e44f658e28f00e67502f80be1afebe6,2022,508,24
c03f64ce935ac1918ee28a90473d178e85f80cc8,2022,134,28
c06d6d155e6af5b58b8d4332ebed7fd290783757,2022,77,25
c0806e8839994c2e83d9dc1b1a1faeaca0661f1d,2022,75,32
c093e94c4a0e11a5dc388bf65cf8f9fd3a7365a4,2022,154,27
c0c23391c0b5487f31e103dba2d61a20a4267a46,2022,182,31
c1100821a5e42c40293839d0bb1c03f60c3239f2,2022,137,NA
c133116d2135b7c242cf9db5ad99668e5ffedba6,2022,543,NA
c13f95db5afb341104954184f96f12e5521956dd,2022,269,24
c142dc131919492588c31e1e803a04a4613bdcd9,2022,149,29
c15f054f57ed3ffcb6cc9c99fcca23ae286de2a7,2022,165,26
c1a74097ee56f5a547a20b2fafd43fb2c947c721,2022,266,30
c1e763388cced9f7919c4a32a1f69270acbdeba7,2022,521,30
c2763fb4768cc867f4db3d31c3ef970bbc178dad,2022,478,29
c2d5cd6534e07fa60be2c62f486d388ab1b4a510,2022,786,24
c3bfe278d53da235a6c18c9aaf50af6833e7160a,2022,176,25
c3c959721c769aebc8c295ef57242f77d7924eb8,2022,187,25
c3d3e28a9ac0eb3667dcc16e8fcbd2d0a165d44c,2022,50,29
c495dc66c50e7a713782349d5c7aef0b63850a4d,2022,239,31
c49e056234374c96975f093af9e1f41c4efd1e7f,2022,229,37
c4a3a37c4ce2cb23f36183ae3c605b6362b6b173,2022,283,33
c50dd81bdfafbc84b4427e5172243ff41b19af99,2022,20,NA
c5b613084af8b64c8922bb2df990af914b882a07,2022,99,28
c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8,2022,293,29
c6020d12585d4a0d7b1babd840c54f37a9159aea,2022,426,27
c6392379d4895e7d324dfc39bf26c47ca8863010,2022,13,25
c6d5ff0109574b25c3a5da503ffe102ea17aab0d,2022,14,NA
c710046f7d22c1bb863a4733efacacdefa4d68ff,2022,1,33
c7503cdabadddfba29040d0407b6dc257de75653,2022,256,31
c7764f04723365202062787557ef0b2013a49725,2022,224,35
c7bc0f6b0b2895c5de250976d07fae51957a2335,2022,278,26
c8705dd3e5f5bce88f756219fa637cfb240e566f,2022,170,33
c88978fc394e9ebef82a2dc286ebadd1039ee29d,2022,202,32
c8f9192396daf4b6db1c27163152878e2f33beb0,2022,242,NA
c9191caf2334c0592da386bfc6ff7fc06fce4e86,2022,140,23
c9acde47eab2f050e177d341718461ae7822a428,2022,117,22
ca4e36c29e0ff45dbdd06a7312f6e625c68630a4,2022,203,28
ca542ccea8cdb8ec734056fe3717fcfac3c088ea,2022,37,31
ca70f3adc579187aaae466e747a3cd8f9f9978ab,2022,148,32
cb04b7f0d323703dc993378fa7786b34b93862b3,2022,463,31
cb2fef9c6b10531d42f8c1c4505dec1f02bac32d,2022,775,30
cb37a3bcecc0511ad59fb5fa64037cd20c3d68aa,2022,316,25
cc1f15c9afeed7ed9f25253d1bb72978d598ce24,2022,283,28
cc226d28e016753edeaeebeade623877b5cf0596,2022,298,29
cd037f7bd807894a001e6119016e12f2a7d3e679,2022,151,28
cd3171c51a380856b0f39077b530e4b9525f38bb,2022,3,31
cd34fc30bd0b85b9995b494ea9c8cf347c12de79,2022,97,NA
cd9532b021820f7df2e01c77aa62b0b52f1f3260,2022,58,25
ce746d67556da11c57b57d89f6d7119afac28883,2022,131,27
ce84270fb6bb736bce0484bce9504e9b9cc5cae6,2022,6,33
cea64cbb740673b74e9c574d1aa21ec5460ddfc8,2022,428,25
cecd3c91e652f2ec5b14dc445fc26b24794871e3,2022,753,27
cf55b826be3f9ff5b2d5e520ee6614fef8df01f3,2022,787,25
d07f81a56dd9e7362f7a243e018aaaf316eb7edd,2022,535,29
d0a05fabe73d4f158af331fe497cf59cc3c760e1,2022,493,34
d0b484ea75459052dfcce7c819ef970f89d7b25a,2022,697,27
d22cb49d1088bec45e9076cd35b6827ef7ae48d9,2022,168,25
d24840465f8719cd1dfd9cd7c56ae2a1bdfe3299,2022,254,28
d3798a74395f1e574c0d0ced6a641de62d493cc4,2022,346,31
d39e88861bf64ff7cc26749b2205a727f01d1b01,2022,512,26
d3aa820c2ca2a65f108cbb8d0ddfef1085812772,2022,58,27
d5a4b3c049b9174581cb64c46d1b4bb0ab9fcadd,2022,447,32
d5f3f3008082f090f51f34be0c97753cf0a27867,2022,64,26
d6138454619f2e705b11c54eeecd1be39f03da54,2022,428,30
d636652206acb1f885b4b81be07fb45c1a2cd856,2022,18,25
d641d1b02f8a66839731d74f4427059d6a8a81c1,2022,549,29
d67dfe21066591c22270832e75480cb8a5b8b0e1,2022,21,30
d76343ee3f53822094953cf05d53c45e7ffa2a30,2022,453,30
d7e45de0c719e476d9974304b7b7bbcace8ed4f7,2022,132,30
d81b103a1486d0343984f7670a770148ffcbabb2,2022,274,27
d8238e9f91ffcc5a543bd448afee37023652dbf3,2022,258,27
d853e7096c3c748b5722a0843ee6cbebc4b412ad,2022,111,28
d8dfe1cf13c00ee4805285030d96efa3994b94bf,2022,138,NA
d8eec2327f738402960cf28b44c1221b8ddc188b,2022,488,32
d9ab39eaa698be235d8023114a8476aaa7f45278,2022,193,31
da0e4f7e3e161ad3ab224d18237c1184d368bb12,2022,188,27
daa3aaa2e8a74038f063a7271f8f5313a3ffa549,2022,565,37
dacb3317e6ab06aed4249cf6a1f14ac55a6f8809,2022,28,37
dafbc6b4622ecdd1d08fb87666e6d5c5b63d815f,2022,248,30
db540e374d305a17c5181aeae0ef0e6ba8f7460f,2022,247,26
dbe56adcdc76a74b0cfc490e4ab7a6a4f51d9afd,2022,254,25
dc4721a955b712ffc546f09eea70c45c125058fd,2022,210,26
dcfc771f6b918ea321fc4743b486f5fbbd113d75,2022,487,35
dd39392221f0834743b9b6a1945438a800f44e55,2022,67,25
dd6c9bdedfa4c202e82a5c8f13beec54e8a883c9,2022,309,23
de566af1e7e0bb3ce8af5471e5ac7375419078d5,2022,689,35
de96c991a0800c2769a42247ac405793cac025aa,2022,577,28
deba05f1475df7572c009fcd78352607e0261e02,2022,512,26
e041f8c4d7ad45bb21ce34cedbc546d5d8ef2f89,2022,185,33
e0ee227336f73412a96ff1d381bddaf231b53298,2022,218,28
e2590f637b5e900e93a454c7a1391a8a17be523c,2022,121,38
e313884702372122329dde96a3f85ad2ce2c6c59,2022,405,28
e3c66979697a82539c3aa30f3e7fe4bf5d05d054,2022,34,31
e3cf28d7869fd9d4274fed98e6b7b66cb37b0a1c,2022,68,31
e3efac74bcdb9764bb40c4007c5f87333d35a402,2022,219,28
e4078e9fbd275b51c0303626648dc4b5ad364f15,2022,213,NA
e4252419cae20a16d2962beb0474177843fe85ab,2022,477,25
e47ad80cbd2dfed8080f5250de51d4e5cc5fd28d,2022,118,NA
e48f9c8c2739837fda3d42ea3e3e58598d40c47b,2022,263,29
e4a20375cf515a88284c2ff6f49053eac8b7397d,2022,48,NA
e4e969721d39cddfa579b1f806b6e8435da1f655,2022,465,25
e51d89ee0934f89daa4e710d6d058e50cf6d6a82,2022,15,28
e526486e637178a026eaf3cdd285d74da19c468c,2022,485,27
e5a4ebd5d4f0f999e74dd5fbfdd84ba65551afbb,2022,10,NA
e6b06bbe4d1eba534dd81fedf76b804d5f5bd724,2022,160,29
e773cdab54ea181458893bef72997c202012e46b,2022,570,29
e77b26e0dbf26eaf941a853cfe18e276fa06dec6,2022,206,27
e85545ca5867ce71d3c1fe23ef865b6f94f28c95,2022,246,29
e91127a8554c36d7bc1e6a9d5a9ecfe96b285216,2022,161,28
e9ebd4464ca692a909f5b14bfd6a90f142f1561e,2022,156,NA
e9f6f2d92db84e2874b21d5726f561535b18f2c6,2022,94,31
ea2edab5266ed9a64a71d9609af16f5b83c59180,2022,264,29
ead68fb8e4039ee5c3f36c83ba89ab7df21c7d96,2022,59,NA
eca62f9d7653d1e0e03e72d952aef97102bb2f6e,2022,95,27
ecd0883f549069d5a9ad09ec65c336a640ce44af,2022,151,25
ed3e44cf8825bd6bd8e245ae32296bff5984aa48,2022,231,27
ed6a83f314944b83cde1528c83b259596c5ff0d4,2022,661,26
ed84950a812aeacbea957a14cbb4164f485921b5,2022,62,30
ed94006242f61911d4f9bded873a4eb9cb21b450,2022,292,NA
edcdf6c249486f992de4eab95e4ec8edd8a3d291,2022,311,25
ee847591fe66f632717543e0d88d305dd7eddbf2,2022,25,29
efe6534cd7ff125e43c44de73d496166fc80a20a,2022,214,26
f006b67e6b2b2c811baf7a5e69c36e002ce02adc,2022,587,24
f00a705a6c387094796da84786cb5c5002e35535,2022,84,25
f07b41156ca170c7f046cea60fc322c650989a1e,2022,271,28
f0a7436275d83e7c5e4dd09e9e365e227ddd1614,2022,82,25
f0fd720613920562c6e02506c3c444748cd5a48a,2022,437,33
f1423a5128293dcef8634ed1b0255d5ca6ec49b7,2022,631,34
f169028423937dadc0c6fc19ee3867f181e518fb,2022,176,28
f1e457b5b5865dd7bbcbe0a933632dec59c0f61c,2022,475,23
f2309dfcf90a974cdeb152b2de025aba3c76df17,2022,806,28
f2456960a50139c4374f31e3865451c637644728,2022,460,32
f32823328db49137389a1d19d0fcfdf8ff3186d0,2022,244,25
f3aa184064ff5a9c117028e7eb3a6dca27f06613,2022,85,NA
f4376d857342ed8e25960235e8b2dc6185aca904,2022,268,31
f45a343c921f20987a7a87953beea851509405aa,2022,312,27
f4ff0cf8f05cd41bad7f6f734c518f2404c7725a,2022,306,26
f5335def845131c014433ac734abe2b2aa562225,2022,64,28
f56d7b028b79e76037ca74a83641cacb1fac02ba,2022,159,35
f68fb64d4c51f2e39a22681695c129b6bb3c2d62,2022,18,28
f6a7de4f155d53a6d4bdcb1c22b94f37b8edf5c1,2022,98,24
f7002117ef96e50fc22b0404cd72b5e495b3ac4d,2022,184,31
f72371c7a1b298e08a1e358b36e484298544e4c5,2022,620,29
f89d3f179aa8aadf93cfb443f525453cf398ffae,2022,565,NA
f8f1873903bbc7192c61739437c768d39b5bbf50,2022,317,25
f91d55f27ef319a0939c62926cc821d10fbc0845,2022,291,23
f99e03a5527a023648982cdfcb962d44d20f6a90,2022,28,NA
fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7,2022,7,35
fb00d0f62df7e9b3b2a12745896515f4f1fe27f2,2022,263,28
fba7d820b64daa672b0cce3b4898c6664aebc8e2,2022,37,26
fca4cb36603972ee68fe289df3c5cde8bd2752f2,2022,75,31
fce5b0d7bb7b7bf983f18c1cab18d5e96f6ff024,2022,17,33
fd196d255a75d336afcb350c92545843d7ba9757,2022,333,26
fd67ccf8b23135c11534c5c4774bdc47f6f90b53,2022,38,27
fddbf98f72e3a7fed3608a6508e0535ae466c430,2022,53,32
fe13b1b0ff9b8a5fbba957c84c808e78024873c2,2022,413,27
ff169643a2e213bcc4bb59a885e869e144b3a964,2022,493,23
ff3b7d21e60c24b6e926e3ffc3fbeb78cc9e4057,2022,196,23
ffbad18fedea89e09f42dac340e9ebb0bc18303d,2022,168,32
ffc9b6a7a663bc322e74c70a5ed8756787a577d0,2022,197,32
ffd2fbf22dc9ac7811c1bd9ecf5d5c0392744a18,2022,200,33
007dcc596b82af90fd37f3413e98812b87a6b305,2023,218,29
00fb2414b8f5bcdec5e0398176d9c76747645772,2023,4,31
01062805175a65bbfb5e2024853137219296e26c,2023,15,35
0110ddbbd4e67bbd0a355dd5561021b075920eb3,2023,808,29
01171c9c71028faf86b7447ec692000f50df9fac,2023,276,29
01b9d70c4ec72b8a0f733bdf6bc47df596617dfd,2023,281,29
020e1c97d88916739bc1c2276a6ef8e91447443f,2023,6,26
023cd60cff806f62cfd885a9b18e6da8135e3272,2023,146,25
02704f6c055abbf858edfd3d220970ef99cb2212,2023,591,26
03e2eae7a110aca5c7e1d13a103ee2222beb1f76,2023,83,34
04994290f0133acc8b036b3d3bc14ceda5b0d012,2023,740,25
04c55b806675c5b5cc0e9fa9b5bcfa1447ffdd43,2023,75,27
0511a4e51e2e6e7f78a0acfb2ec603a9ab4acbe0,2023,224,36
05be3956d27c3b3be379f57cb8342670dd53475e,2023,200,NA
0629cd765e77d52b8a43cb56621c82d949e50323,2023,32,37
064ce4262b457f4b6448a6ff9dafd8882ebfeebf,2023,231,29
070186574f8d62fdcc376fcdf3ffedb4e0bc0180,2023,733,27
07d42c9874819367bc84d03f3e101e85ab6dcb86,2023,252,36
08d240df712d1b0a76fbd4faa39e27a73e917e26,2023,140,31
094118648e37affcef64cce8a305a82d1f51fcd2,2023,381,27
0970a31949e9d9c0db5d90ee6eaee120529ad264,2023,246,31
0b45bde37e380498cfc1bc4a6153567ec74d63b0,2023,90,33
0b6c7a9ff58dc18e0e462ff7ac31aab5947124e5,2023,483,41
0b7ac2052237fe7518844407df4c965305fae3a9,2023,232,28
0bccd07bff3e0f57282fb145e0dd0cd1ffcaf438,2023,58,30
0c049bc522425eab3482cc503f0c1f416be05b4f,2023,203,31
0c4f445f2fdffde759e980128f97f1ff82acab07,2023,275,31
0dc1d0b79956f3ad4cb3e30433d4a41f0fba2368,2023,138,25
0dcbca4048ffd0585754a1552531af9861cd28e8,2023,105,32
0e83bafabb77ec13c356db364be8cea1d55afcfe,2023,276,34
0e86bc7879803f7bcc6f16386e6f64c578a22199,2023,3,28
0f061b9439845159c394a71e55d635b10ca25656,2023,286,30
0f3d17ddf7bc6f4e5b6b2596398e2c2b58b32dd3,2023,204,29
0fea51e726b4331c7feee982dbfccf81ecd13b45,2023,184,29
1039ef0b36a4d7d4c2e9b7b6c2084b3cf99c11dc,2023,304,28
10fedf67aa649b50c9974dd8fdfef7a128e5adc3,2023,338,32
1135f07053712b4212356258dd930c6e57fd16a5,2023,285,28
11416d11059c8d9746e5810a0b83471293d2bfef,2023,573,36
116bf451ad3ada01098811683426047231cca18e,2023,222,33
128fe6dd25440763451e54ebbf3e946fc7dd735d,2023,73,31
12e59434ed7f6c49c05adeda47362f7eeed1ee2c,2023,623,25
130a6e40da12e430d119fe7faf0d0dc657170869,2023,34,27
134c7f74c7e9969b2974a197fd1401fafe07f254,2023,235,27
13b9befb143cf1eb672fcc25df09efe896c18ad4,2023,238,27
14141a52599650ea070ed88943350830e7848cdf,2023,35,31
1429b8d0ce29daa4b0305cb80a3fd5589b478241,2023,127,NA
1470b9d18de9aca99a1d42b2ab8f32baec7ecd3c,2023,254,29
148f176b02dce29b83edb4320503dc4d23955f9c,2023,721,34
151e3a419b9084ed3fb6d18a9d95bea2897dd4d6,2023,806,35
155168f6c29c329f20d476d9f6181bf8ee1e335b,2023,87,26
15608e4490fbf0ac84909c6cb0e8a7f599aef167,2023,42,30
1563b7e821ce94e55b751e2656d96bb2de8d6795,2023,106,36
159571b5ad5a2db21a7b7002665046923b3b6e82,2023,145,27
15c031ae969e2fad5ae5d52bf2ef2c357da8e78e,2023,175,27
165fd9b7358e92833b4563e3588f3aa3076f823c,2023,159,32
17922e663e4a55711428dc4599e10d8bf78f1748,2023,226,30
17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,2023,12,30
18396fcf5f98aac97ec6127f7924868d3ef7bd9e,2023,531,28
184ba48e3db09e2f095182dbeb8945a23d6f61a7,2023,119,31
192d31d34cbf8d951c0e100e5f726681eef343d8,2023,267,35
19a16a0f9bad918752029086cbc39e8d625d9514,2023,158,30
19c4182f72e996e7f55493ca7cca258f713f50b9,2023,39,29
1ad15b9a0cc6db1ffccf708ff0dd5f64df43b825,2023,101,25
1adb7834fe67fe8546a7ac8149062686252089f9,2023,165,25
1b5c8f80c2cdb82559746bad952e4220fe97c80d,2023,3,31
1b6e325206b56276bc690f3f7397aa8e4cfa7507,2023,267,37
1bc75725f067aa7ab03a8352212c8e5fd4351038,2023,208,24
1be403d02e3fcf47e9abe57223a89f900c5eea3d,2023,62,31
1ce31d2c34c99066c4e1f9f1b1628adc562487fe,2023,7,27
1ceead9f26f4ecdc74ef8e8e5adce55797d2d824,2023,12,30
1d392fe0b1ce6c5acf9617caffaf58cbd4848115,2023,65,28
1d740c776101050cefeca93cd8dda4e6b9e7cbc2,2023,273,28
1d76dbe6de87ff39a60a699f6c0523e8b3234f26,2023,46,25
1fa87945c3ee6516a00ae1d7003df4789de36661,2023,575,31
1fc56dde27923c1f2c972c36262ed88a376f0c72,2023,196,33
2015ffd22e8e0512d9b33c8d7a8bfb7b0e510432,2023,39,NA
20880521c2c15f79ab9728bd4e144add7bbedfd4,2023,790,33
210c8661194eec2c8657689de71dba9d49f2c6a9,2023,22,34
2218a9b7c80545dbbf19207aa0a7ae665d871997,2023,15,32
227278769ed44d180d373e42bce38bc84d374030,2023,73,25
22804a13acbb1a4045016bb6efcfdc4ea92a0483,2023,497,23
228730d290ac32adc634c863565498ba3e65315c,2023,42,26
22b369938f5234b6b5e821501aefe3e53de07b81,2023,400,24
22e048efcadabdbb2f9150cd00d9bb7d08c4eab9,2023,22,27
24267dad266a032536486b2b6995824c979bfb51,2023,255,33
248107deaa8a879b2d8c74da6442181c3612f51f,2023,72,29
248532f110f5e501c3583e6d70cd31a693da33c6,2023,237,27
24c75fe780af78a4acf2ab07e13e571b30101251,2023,485,29
25a0a4ca22cbf1a928e8d251085e8c85b9a76da8,2023,56,26
25b8003df2b0100006c7aea0b8729e07bb9d5a5d,2023,152,24
25d33c0c5b34873586398df7c225e4ca44ad31fe,2023,28,26
263f19273c6c4c12eceadb8824228fe1eac5e8a4,2023,21,29
264420f7804884c990caebcf743ee98c87d86349,2023,224,32
2738afd92aab9a593a247e910986394c906d4fe0,2023,19,NA
27653562f25fddfedbb6862c6f7f775e3aee8729,2023,102,28
27b2eba8ae0d45397910727bd67244fd77221377,2023,50,26
27c6fba076399f5a9ed7d239040f8a5278e0b538,2023,34,27
2876d7ae8d3417853e218ecad2bbb6677dec3114,2023,249,25
28d785b51aca593d63f830f13cce15694dccc1fa,2023,215,31
28dd38301fa9d75928bdbf245b8262c4bf7e02da,2023,169,28
2900026277a43ce449d9fbacfd01895241edfd71,2023,54,35
295438c3880763b2ebcec286e61b77d9d9261dd5,2023,23,26
29a888709565675646dc9e12dd4475920881f41c,2023,114,26
29be0196e90ec2730c66e14d9db7f44d9dc832a7,2023,48,28
2a706d34fdf633398c1bacfea10d942de9e2c9db,2023,125,29
2acf5e9ceb8ce9a5cadb881644fbbad57a194b3f,2023,786,32
2af8cae185649642c98a64031cd30d75d8ea8031,2023,70,NA
2b62a9e809d4cb29e0c7ade6c1ba064b6a2c7443,2023,288,23
2c06050c5104e14ea16b448cdb68c98c6fdb6022,2023,298,26
2c10395dd681b7539dc3ad6762a0e962a01340a6,2023,6,27
2c7d2bd4db2220cdd1fdb1c54666f304e91dcd88,2023,159,27
2cf7394ffcf79450ee4e4a683bd34563bcd3c3e6,2023,63,NA
2d310aed9922aa4d8f64f102c753024d34182882,2023,51,31
2e0bbe85d94cc8ad646e7b01f42776195c3fec5c,2023,99,23
2e3120e7f156fe8931942eb51d679d57dab7450c,2023,100,27
2e466f26bec347f364a85f73269afde6258b02ba,2023,6,29
2e5bb21caecc3ffa164afea25298d3ea1c44c347,2023,323,26
2e68dc279251e6c847a8c8d7e1a3076cbd1cc93a,2023,303,32
2f1d4ce7cc99807afd0887a8c9726ae646c6ed1a,2023,101,28
2f66aa2df3bb3f2142419b813e1a63055b25bbd3,2023,286,25
2fa8e01d86faff5429f6add6ca1f973975611635,2023,60,NA
2fef9b7f0623a9980280e266b740988f83855acf,2023,87,30
3002eb160df9a08babd8dd46fa357c0e06f814a2,2023,65,24
3087242369b2d930919a24f18465410ac9ec13ad,2023,20,34
30a5c4c806d84a9c2cae48ba4750c9ab81a676d0,2023,23,22
31ef0f4e5590e1a0197608885de3727a600d250e,2023,238,26
3208487e36582aa22a103583d2ac63c766aca1a4,2023,112,30
32603421aea266b74d441ebfe6f97a7cf4c4670a,2023,215,31
3304ddb1ae3c28e484f383e6609fd35f1778ddf7,2023,46,29
33438ca2fdf93ff73b2e1bcc5da3058a04cf1661,2023,184,27
3357488d4771f0c815e0d61df19e152f9e389a03,2023,429,32
33cb9dad28fb00c8167227482cf11a9cb74e23ef,2023,95,31
33d6d01286ab9b0c598290b753236b9454c28cd4,2023,322,28
33f50b682fed41f36da8147ac43882043bed55b7,2023,61,32
3413d19bda57f66632b095148aeec68257f47036,2023,56,NA
34190fba310a52459744c4574d93853243ee9eca,2023,336,29
34294c5b512043e6f7ad920382ed06035f0982b8,2023,586,30
342c6b9ab95d3ad707ced4a5a2af2293d98422e0,2023,23,26
34415ee2ef93a38bffd2295405d657ece1b20853,2023,762,27
344e98dd689d8d01d9d741a9eaf166ea93ab2cb0,2023,468,25
34505025fb4406cbedcee444836fa9324d7ee574,2023,844,27
35a9a6f4775002cac4941a15b11af3640b2a3291,2023,540,27
35ac892926cc593e5859e2dc743c776562ca312f,2023,95,32
35dba25a879c2664e6573a99adc5c180b11e574c,2023,88,29
35ee61646c04b642d8fb2cb054de9abe544e9341,2023,205,28
365f6657aadcb1a12e98f1bcd8c39a8772715437,2023,230,28
37081ad2fd7d7c7728ee4fa0ca279161dbb7d9d7,2023,262,27
384fa0cceb5a2708535d0ab6a69307779176a6cf,2023,34,30
3878f9fde721057d67ea77e33b2ddf1048c63a37,2023,147,26
3880ad1f91813730a05cdc603459efacd5010a24,2023,88,23
38891f76ea6a9c14cd3bf34a61849fc0c59fa9e0,2023,732,30
395c6eaaa416e00733a3f7d1136810095409b2eb,2023,220,22
3970d8b854a033109601fc179283d41f55961c2e,2023,62,27
39e4ec390ba39c0df8140bece8ee601f966b1453,2023,311,29
3a0069aa7adaee13eac04b432235b9a1364cbf42,2023,624,31
3a6d9db292d4f6c2f2eba69805e41a4a9fc943c7,2023,55,28
3ae724ecfe223e7e9201014053f8fe62a3e9fc1c,2023,799,27
3b5927cc7815c40a1062a5ce600b3306d13e0d31,2023,226,29
3b823f36afdf217a11e5d67235ec17908fdffdf3,2023,7,NA
3b88513658b5b9efca074078f20b2932ad1541f9,2023,33,25
3b8a3d1f027410d3ff7ec543ed891d29e66af4ab,2023,10,31
3c7660be5e64c9406cfbc783d943d39ebfd06b1b,2023,207,30
3c8235024a0e3e3f1dcfef16080eaaf2cffc887b,2023,648,27
3cdaad7322b2ac55c62aacda23864a7afb856d5c,2023,51,27
3d23508828119cb2cf632c8294e2a42318c11bf0,2023,604,33
3d65b1ac983ce90ff1f21f56b627883affc7dad1,2023,285,25
3dc47c31ad66fedb5e95d32f9d7e962747662815,2023,702,26
3fa66770a132012eab0c2f84ca86abbf722b2521,2023,153,25
3ffca17a704b2bdd7b912cacb3c528f5a627fbad,2023,11,25
41926588df39fdf6f7b176316ee2afc9db363844,2023,822,34
41afbb8823e64401a71aaf7b194f53a9a9b0dee8,2023,657,30
4287aa2ff8961c9dca441af92688f8b1465573ff,2023,65,36
42a91743f84132f1bc7884c2a507c1eb66239a1e,2023,480,30
4316daf1b387c166258117f89389ee7e5888d74f,2023,64,27
43f3db5bca4b3384d9100cf4752feaff3b4d8848,2023,139,24
45be69e7dbc2d4b228aeb07ec08590cfdc6ff091,2023,222,31
4635310f519b5c2250c60992548a20e7d7275845,2023,95,26
473cc5ed31814e6679b13ccdcb951d9c70263796,2023,9,29
479eaae354ab83ded17b747a85effd4a14b7886f,2023,6,31
48d72c4d9f603b080bd0cc77ee6a1eadbf3a6b93,2023,80,28
492de788f10fbc34b985c762184850aed9acc2bc,2023,67,23
49962185882bce299886d6159ff73659f103b2b7,2023,38,26
4a01571d492cc68f4c358fd97d8bb13d6708369c,2023,68,30
4a1b56a89821e61940d740d12c64a5de44e55f41,2023,98,32
4a8da77e3ea10b8b42f0859ac49610a3cfd6bb01,2023,428,34
4b2e927b4779f66757c59a57a2e4ccad0f4e54f2,2023,120,30
4b942210bb0f202df142e6c94390b855342bf89a,2023,57,28
4bb9e25a0e12691d2555bc4a4c91090fef093159,2023,212,29
4be0e45ba7969bcad788c1410dec531270067842,2023,449,31
4c0a6c143683bdb46a4d0e54c12d92d04837b094,2023,14,36
4c9a5e1a93a1fd6e10f21b62dfc397c4e182f56f,2023,779,25
4cb747052eb96c4a0a1fa95bf4accdb22da837d5,2023,284,26
4ce452e4b620013937f4413db65bb8c6437ed9a0,2023,80,27
4d1298183510acbfd0087ccacf726abe77fc6e4b,2023,504,27
4d51bd8495cf76a9e4bf42cd3d27b9901a5563ef,2023,211,31
4d7401674f98609d7ca85e20fa15ea13b68033c1,2023,266,36
4d801316246c7d503a144969e1754f7adc3c2c6a,2023,67,26
4db40d43d3837e7374794f2b575170a649ccd79d,2023,15,29
4e86a5520e59af47e8227162528ef10c87d60be5,2023,80,27
4fbf9ffac9fb0ef6c75292f040d9c867b6509522,2023,303,31
504abe1db26bb46fb46ea7cff9ed18221feb6798,2023,234,27
50c753a7d9d97cb204dfa0377065ef4afd9cb0d0,2023,155,27
5130760a30dea638058efc0626c8e92c0370334a,2023,105,28
5135f5f58de005ee87fe5d4d6cd07d12b6814d45,2023,211,27
518bf6df27af8bd8564af654262b56d28a34bfd4,2023,292,33
